STR_CONFIG_SETTING_TREE_PLACER_PERFECT                          :完善
STR_TIMETABLE_SCHEDULED_DISPATCH_ORDER_SCHEDULE_INDEX           :{NUM}{NBSP}-{NBSP}
STR_TIMETABLE_SCHEDULED_DISPATCH_ORDER_NAMED_SCHEDULE           :{STRING}{NBSP}-{NBSP}

STR_TIMETABLE_LOCK_ORDER_TIME_TOOLTIP                           :{BLACK}锁定/解锁突出显示的调度任务的时间量（按住 <Ctrl> 键操作以为所有调度任务设置锁定状态）。{}锁定时，时刻表自动填充或自动调整不会更改时间。

STR_TIMETABLE_LEAVE_EARLY_ORDER                                 :[提前离开]
STR_TIMETABLE_LEAVE_EARLY_ORDER_FULL_ANY                        :[如果任意货物装满则提前离开]
STR_TIMETABLE_LEAVE_EARLY_ORDER_FULL_ALL                        :[如果全部货物装满则提前离开]
STR_TIMETABLE_LEAVE_NORMAL                                      :按表定时间离开
STR_TIMETABLE_LEAVE_EARLY                                       :提前离开
STR_TIMETABLE_LEAVE_EARLY_FULL_ANY                              :如果任意货物装满则提前离开
STR_TIMETABLE_LEAVE_EARLY_FULL_ALL                              :如果全部货物装满则提前离开

STR_TIMETABLE_EXTRA_DROP_DOWN                                   :{BLACK}额外
STR_TIMETABLE_EXTRA_DROP_DOWN_TOOLTIP                           :{BLACK}额外选项{}{}按规定时间离开。载具等到预定的出发时间后再离开（默认）{}提前离开：载具在装货/卸货完成后立即离开，可能在规定的出发时间前离开{}如果任何货物已满，提前离开：同上，如果任何货物已满{}如果全部装满就提前离开：同上，如果所有货物都装满

STR_TIMETABLE_ASSIGN_SCHEDULE_DROP_DOWN                         :{BLACK}分配时刻表
STR_TIMETABLE_ASSIGN_SCHEDULE_DROP_DOWN_TOOLTIP                 :{BLACK}为选定调度计划分配或取消一项计划调度时刻表
STR_TIMETABLE_ASSIGN_SCHEDULE_NONE                              :无时刻表
STR_TIMETABLE_ASSIGN_SCHEDULE_ID                                :时刻表 #{NUM}

STR_TIMETABLE_AUTOSEP_TIMETABLE_INCOMPLETE                      :{BLACK}无法自动分离：时刻表不完整
STR_TIMETABLE_AUTOSEP_OK                                        :{BLACK}时刻表已自动分离
STR_TIMETABLE_AUTOSEP_SINGLE_VEH                                :{BLACK}无法自动分离：仅有一部载具使用此时刻表
STR_TIMETABLE_WARNING_AUTOSEP_CONDITIONAL                       :{BLACK}无法自动分离：调度计划有条件性命令
STR_TIMETABLE_WARNING_AUTOSEP_MISSING_TIMINGS                   :{BLACK}无法自动分离：缺失等待时间或运行时间
STR_TIMETABLE_WARNING_FULL_LOAD                                 :{BLACK}不建议为包含满载指令的调度计划制定时刻表
STR_TIMETABLE_WARNING_AUTOFILL_CONDITIONAL                      :{BLACK}自动填充选项只会选择性更新条件性命令被执行的部分
STR_TIMETABLE_NON_TIMETABLED_BRANCH                             :{BLACK}游戏不会为所有条件性命令分支运行时间制定时刻表时间
STR_TIMETABLE_WARNING_NO_SCHEDULED_DISPATCH_ORDER_ASSIGNED      :{BLACK}时刻表未分配到调度命令
STR_TIMETABLE_WARNING_SCHEDULED_DISPATCH_ORDER_NO_WAIT_TIME     :{BLACK}该计划调度命令应当有一项时刻表等待时间
STR_TIMETABLE_WARNING_SCHEDULE_ID                               :{BLACK}时刻表 #{NUM}：{STRING}
STR_TIMETABLE_FILL_TIMETABLE_SUGGESTION                         :{BLACK}启用“自动”以自动填充或更新运行或等待时间
STR_TIMETABLE_FILL_TIMETABLE_SUGGESTION_2                       :{BLACK}（可以选择“自动填充”选项或手动填充）

STR_TIMETABLE_WARNINGS_OMITTED                                  :{BLACK}忽略了 {NUM} 条警告……

STR_TIMETABLE_ARRIVAL_ABBREVIATION                              :抵：
STR_TIMETABLE_DEPARTURE_ABBREVIATION                            :发：

STR_DATE_MINUTES_MINUTE_TOOLTIP                                 :{BLACK}选择分钟
STR_DATE_MINUTES_HOUR_TOOLTIP                                   :{BLACK}选择小时

STR_TIME_CAPTION                                                :{WHITE}设置时间

# Cargo type orders Window
STR_CARGO_TYPE_ORDERS_LOAD_CAPTION                              :{WHITE}{VEHICLE}（#{NUM}: 在{STATION}装载）
STR_CARGO_TYPE_ORDERS_UNLOAD_CAPTION                            :{WHITE}{VEHICLE}（#{NUM}: 在{STATION}卸载）
STR_CARGO_TYPE_ORDERS_LOAD_TITLE                                :{GOLD}对每种货物类型进行加载顺序的选择：
STR_CARGO_TYPE_ORDERS_UNLOAD_TITLE                              :{GOLD}对每种货物类型进行卸载顺序的选择：
STR_CARGO_TYPE_ORDERS_CLOSE_BUTTON                              :{BLACK}关闭

STR_CARGO_TYPE_ORDERS_DROP_FULL_LOAD                            :加载全部
STR_CARGO_TYPE_LOAD_ORDERS_DROP_TOOLTIP                         :{BLACK}改变这种货物类型的加载行为
STR_CARGO_TYPE_UNLOAD_ORDERS_DROP_TOOLTIP                       :{BLACK}改变这种货物的卸载行为
STR_CARGO_TYPE_ORDERS_SET_TO_ALL_LABEL                          :{BLACK}设置全部为：
STR_CARGO_TYPE_ORDERS_SET_TO_ALL_TOOLTIP                        :{BLACK}设置全部货物的加载/卸载行为为当前所选的

STR_SCREENSHOT_WORLD_SCREENSHOT_DEFAULT_ZOOM                    :{BLACK}以默认缩放比例全地图截图
STR_SCREENSHOT_WORLD_SCREENSHOT_CURRENT_ZOOM                    :{BLACK}以当前缩放比例全地图截图

STR_SCREENSHOT_TOPOGRAPHY_SCREENSHOT                            :{BLACK}地形截图
STR_SCREENSHOT_INDUSTRY_SCREENSHOT                              :{BLACK}工业截图

# Plans window
STR_PLANS_CAPTION                                               :{WHITE}计划
STR_PLANS_NEW_PLAN                                              :{BLACK}新建
STR_PLANS_NEW_PLAN_TOOLTIP                                      :{BLACK}创建新计划
STR_PLANS_ADD_LINES                                             :{BLACK}添加线段
STR_PLANS_ADDING_LINES                                          :{BLACK}添加……
STR_PLANS_ADD_LINES_TOOLTIP                                     :{BLACK}添加线段至选定的计划
STR_PLANS_HIDE_ALL                                              :{BLACK}隐藏全部
STR_PLANS_HIDE_ALL_TOOLTIP                                      :{BLACK}隐藏所有计划
STR_PLANS_SHOW_ALL                                              :{BLACK}显示全部
STR_PLANS_SHOW_ALL_TOOLTIP                                      :{BLACK}显示所有计划
STR_PLANS_VISIBILITY_PRIVATE                                    :{BLACK}设置私有
STR_PLANS_VISIBILITY_PUBLIC                                     :{BLACK}设置公开
STR_PLANS_VISIBILITY_TOOLTIP                                    :{BLACK}切换这个计划能否被显示{}公开的计划可以被所有人查看，但只有其创建者有权限修改
STR_PLANS_COLOUR                                                :{BLACK}颜色
STR_PLANS_COLOUR_TOOLTIP                                        :{BLACK}设置计划的颜色
STR_PLANS_DELETE                                                :{BLACK}删除
STR_PLANS_DELETE_TOOLTIP                                        :{BLACK}删除列表中的所选项
STR_PLANS_TAKE_OWNERSHIP                                        :{BLACK}认领
STR_PLANS_TAKE_OWNERSHIP_TOOLTIP                                :{BLACK}认领选择的无主计划
STR_PLANS_LIST_ITEM_PLAN_PRIVATE                                :[私有]：{STRING}
STR_PLANS_LIST_ITEM_PLAN                                        :计划 #{NUM}：{NUM} 条线（{DATE_SHORT}）
STR_PLANS_LIST_ITEM_NAMED_PLAN                                  :{STRING}: {NUM} 条线（{DATE_SHORT}）
STR_PLANS_LIST_ITEM_LINE                                        : -- #{NUM}：{NUM} 条线段
STR_PLANS_LIST_TOOLTIP                                          :{BLACK}双击列表中的任意物品折叠相关联的计划{}按住 <Ctrl> 键操作移动到相应位置
STR_PLANS_QUERY_RENAME_PLAN                                     :{WHITE}重命名计划

STR_WARNING_LOADGAME_REMOVED_UNCORRECTABLE_VEHICLES             :{WHITE}由于在加载过程中无可挽回的错误，已经移除了{NUM} 辆车

STR_GAME_SAVELOAD_FROM_VERSION                                  :来自 {PUSH_COLOUR}{ORANGE}{STRING}{POP_COLOUR} 版本{}
STR_GAME_SAVELOAD_ERROR_TOO_NEW_FEATURE_VERSION                 :存档“{0:STRING}”有 {PUSH_COLOUR}{ORANGE}{2:NUM}{POP_COLOUR} 版本的特性“{PUSH_COLOUR}{ORANGE}{1:STRING}{POP_COLOUR}”，但是最大支持版本为 {PUSH_COLOUR}{ORANGE}{3:NUM}{POP_COLOUR}
STR_GAME_SAVELOAD_ERROR_UNKNOWN_FEATURE                         :存档“{0:STRING}”有不受支持的未知特性“{PUSH_COLOUR}{ORANGE}{1:STRING}{POP_COLOUR}”（版本：{PUSH_COLOUR}{ORANGE}{2:NUM}{POP_COLOUR}）

STR_GAME_SAVELOAD_ERROR_HUGE_AIRPORTS_PRESENT                   :存档使用了大型机场
STR_GAME_SAVELOAD_ERROR_HELI_OILRIG_BUG                         :存档有一架靠近错误油井的直升机

# Clear area query
STR_QUERY_CLEAR_AREA_CAPTION                                    :{WHITE}清除区域
STR_CLEAR_AREA_CONFIRMATION_TEXT                                :{YELLOW}你确定摧毁一个重要的结构吗？

STR_ERROR_BUILDING_NOT_ALLOWED_IN_THIS_TOWN_ZONE                :{WHITE}……不允许在这个城镇区建设
STR_ERROR_BUILDING_NOT_ALLOWED_ABOVE_SNOW_LINE                  :{WHITE}……不允许在雪线上建设
STR_ERROR_BUILDING_NOT_ALLOWED_BELOW_SNOW_LINE                  :{WHITE}……不允许在雪线下建设
STR_ERROR_TOO_MANY_HOUSE_SETS                                   :{WHITE}……城镇里的房屋太多了
STR_ERROR_TOO_MANY_HOUSE_TYPES                                  :{WHITE}……城镇里房屋种类太多了
STR_ERROR_BUILDING_IS_TOO_OLD                                   :{WHITE}……此建筑太老了
STR_ERROR_BUILDING_IS_TOO_MODERN                                :{WHITE}……此建筑太新了
STR_ERROR_ONLY_ONE_BUILDING_ALLOWED_PER_TOWN                    :{WHITE}……此建筑在一个城镇里最多只允许存在一个
STR_ERROR_TOO_MANY_DOCKS                                        :{WHITE}船坞太多了
STR_ERROR_CAN_T_BUILD_ROAD_WAYPOINT                             :{WHITE}不能在这里建立道路路点
STR_ERROR_CAN_T_REMOVE_ROAD_WAYPOINT                            :{WHITE}不能在这里拆除道路路点
STR_ERROR_MUST_REMOVE_ROADWAYPOINT_FIRST                        :{WHITE}必须先拆除道路路点
STR_ERROR_UNSUITABLE_SIGNAL_TYPE                                :{WHITE}……不适合的信号类型
STR_ERROR_RESTRICTED_SIGNAL                                     :{WHITE}……信号已配置寻路限制程序
STR_ERROR_SIGNAL_CHANGES                                        :{WHITE}可编程逻辑信号评估次数超过限制

STR_ERROR_BRIDGE_TOO_LOW_FOR_STATION                            :{WHITE}桥梁相对车站太低
STR_ERROR_BRIDGE_PILLARS_OBSTRUCT_STATION                       :{WHITE}桥柱与车站冲突
STR_ERROR_CHUNNEL_THROUGH_MAP_BORDER                            :{WHITE}水下隧道出口将超出地图边界
STR_ERROR_CHUNNEL_RAMP                                          :{WHITE}……水下隧道的建设需要隧道与海岸之间的间隙在 {NUM} 与 {NUM} 格之间
STR_ERROR_TUNNEL_TOO_MANY                                       :{WHITE}……隧道太多了
STR_ERROR_NO_DRILLING_ABOVE_CHUNNEL                             :{WHITE}水下隧道上方不允许存在油井
STR_ERROR_ANOTHER_TUNNEL_IN_THE_WAY_FOR_CHUNNEL                 :{WHITE}要下穿其他隧道必须有三格以上的余量
STR_ERROR_CHUNNEL_ONLY_OVER_SEA                                 :{WHITE}水下隧道只被允许用来穿过海洋
STR_ERROR_PURCHASE_LAND_LIMIT_REACHED                           :
STR_ERROR_CANT_PURCHASE_OTHER_COMPANY_DEPOT                     :{WHITE}车库被另一家公司所有，不允许在这里购买载具
STR_ERROR_DEPOT_HAS_WRONG_RAIL_TYPE                             :{WHITE}车库不能被用来建设需要这种类型的铁轨的列车

STR_ERROR_CANNOT_MODIFY_TRACK_TRAIN_APPROACHING                 :{WHITE}列车已占用此轨道……

STR_ERROR_NO_ROAD_WAYPOINT                                      :{WHITE}这里没有道路路点……

# Plan related errors
STR_ERROR_TOO_MANY_PLANS                                        :{WHITE}……计划太多了
STR_ERROR_TOO_MANY_NODES                                        :{WHITE}……计划中线段的节点太多了
STR_ERROR_NO_MORE_SPACE_FOR_LINES                               :{WHITE}线段没有足够的空间
STR_ERROR_CAN_T_RENAME_PLAN                                     :{WHITE}不能重命名计划……

STR_TRADITIONAL_TRAIN_NAME                                      :列车 #{COMMA}
STR_TRADITIONAL_ROAD_VEHICLE_NAME                               :汽车 #{COMMA}
STR_TRADITIONAL_SHIP_NAME                                       :船只 #{COMMA}
STR_TRADITIONAL_AIRCRAFT_NAME                                   :飞机 #{COMMA}

STR_FORMAT_DATE_MINUTES                                         :{0:STRING}:{1:STRING}

STR_HHMM_WITH_DATE_Y                                            :{TIME_HHMM} / {NUM}
STR_HHMM_WITH_DATE_YM                                           :{TIME_HHMM} / {DATE_SHORT}
STR_HHMM_WITH_DATE_YMD                                          :{TIME_HHMM} / {DATE_LONG}

STR_FORMAT_GROUP_VEHICLE_NAME_LONG                              :{GROUP} - {STRING}

STR_VIEWPORT_SHOW_VEHICLE_ROUTE_STEP                            :{BROWN}{NUM} {STRING}
STR_VIEWPORT_SHOW_VEHICLE_ROUTE_STEP_STATION                    :{BLACK}站
STR_VIEWPORT_SHOW_VEHICLE_ROUTE_STEP_VIA_STATION                :{GRAY}径
STR_VIEWPORT_SHOW_VEHICLE_ROUTE_STEP_WAYPOINT                   :{GRAY}点
STR_VIEWPORT_SHOW_VEHICLE_ROUTE_STEP_IMPLICIT                   :{GRAY}转
STR_VIEWPORT_SHOW_VEHICLE_ROUTE_STEP_DEPOT                      :{RED}库
STR_VIEWPORT_SHOW_VEHICLE_ROUTE_STEP_OVERFLOW                   :{RED}{NUM}x

STR_BLACK_PLUS                                                  :{BLACK}+

STR_DECIMAL1_WITH_SCALE                                         :{DECIMAL1}（{DECIMAL}x）

STR_HIERARCHY_SEPARATOR                                         :{SP}/{SP}

STR_ZONING_TOOLBAR                                              :{WHITE}分块工具栏
STR_ZONING_OUTER                                                :{BLACK}外边界：
STR_ZONING_INNER                                                :{BLACK}内边界：
STR_ZONING_OUTER_INFO                                           :{BLACK}选择格子的外边界显示的分块
STR_ZONING_INNER_INFO                                           :{BLACK}选择格子的内边界显示的分块

STR_ZONING_NO_ZONING                                            :无
STR_ZONING_AUTHORITY                                            :城镇范围
STR_ZONING_CAN_BUILD                                            :无法建造
STR_ZONING_STA_CATCH                                            :站点覆盖
STR_ZONING_STA_CATCH_OPEN                                       :站点覆盖（选中站点时）
STR_ZONING_BUL_UNSER                                            :未覆盖建筑
STR_ZONING_IND_UNSER                                            :未覆盖工业
STR_ZONING_TRACERESTRICT                                        :寻路限制信号
STR_ZONING_2x2_GRID                                             :2x2 路网
STR_ZONING_3x3_GRID                                             :3x3 路网
STR_ZONING_ONE_WAY_ROAD                                         :单行道

STR_STATION_RATING_TOOLTIP_RATING_DETAILS                       :{STRING}评价详情
STR_STATION_RATING_TOOLTIP_TOTAL_RATING                         :总目标评价：{LTBLUE}{NUM}%

STR_STATION_RATING_TOOLTIP_USING_CHEAT                          :作弊

STR_STATION_RATING_TOOLTIP_NEWGRF_RATING                        :NewGRF 站点评价：{STRING}{BLACK}基于
STR_STATION_RATING_TOOLTIP_NEWGRF_RATING_0                      :{GOLD}{PLUS_NUM}%
STR_STATION_RATING_TOOLTIP_NEWGRF_RATING_1                      :{LTBLUE}{PLUS_NUM}%
STR_STATION_RATING_TOOLTIP_NEWGRF_SPEED                         :上一载具最高速度：{LTBLUE}{VELOCITY}（{STRING}）
STR_STATION_RATING_TOOLTIP_NEWGRF_WAITUNITS                     :车站货物等待时间：{LTBLUE}{NUM}（直达站点平均）
STR_STATION_RATING_TOOLTIP_NEWGRF_WAITTIME                      :距离上次提货时间：{NUM} 日

STR_STATION_RATING_MAX_PERCENTAGE                               :，最大{NBSP}{PLUS_NUM}%
STR_STATION_RATING_MAX_PERCENTAGE_COMMA                         :，最大{NBSP}{PLUS_NUM}%
STR_STATION_RATING_PERCENTAGE_COMMA                             :{NBSP}[{PLUS_NUM}%]

STR_STATION_RATING_TOOLTIP_SPEED                                :上一载具最高速度{0:STRING}：{1:COLOUR}{2:VELOCITY}{3:STRING}（{4:STRING}）

STR_STATION_RATING_TOOLTIP_AGE                                  :上一载具使用时长{0:STRING}：{1:COLOUR}{2:NUM} 年{3:STRING}

STR_STATION_RATING_TOOLTIP_WAITTIME                             :距离上次提货时间{0:STRING}：{1:STRING}
STR_STATION_RATING_TOOLTIP_WAITTIME_SHIP                        :距离上次提货时间{0:STRING}：{1:STRING}（水运）
STR_STATION_RATING_TOOLTIP_WAITTIME_VALUE                       :{COLOUR}{NUM} 日{STRING}

STR_STATION_RATING_TOOLTIP_WAITUNITS                            :车站货物等待时间{0:STRING}：{1:COLOUR}{2:NUM}{3:STRING}{PUSH_COLOUR}{BLACK}（直达站点平均）{POP_COLOUR}

STR_STATION_RATING_TOOLTIP_STATUE                               :城镇内本公司雕像{0:STRING}：{1:STRING}
STR_STATION_RATING_TOOLTIP_STATUE_NO                            :{GOLD}无{STRING}
STR_STATION_RATING_TOOLTIP_STATUE_YES                           :{GREEN}有{STRING}

STR_STATION_RATING_TOOLTIP_TRAIN                                :列车
STR_STATION_RATING_TOOLTIP_ROAD_VEHICLE                         :汽车
STR_STATION_RATING_TOOLTIP_SHIP                                 :船舶
STR_STATION_RATING_TOOLTIP_AIRCRAFT                             :飞机
STR_STATION_RATING_TOOLTIP_INVALID                              :无

STR_TMPL_RPL_TITLE                                              :{WHITE}模板替换
STR_TMPL_TEMPLATE_REPLACEMENT                                   :模板替换
STR_TMPL_TRAINS_IN_GROUP                                        :{BLACK}组内列车
STR_TMPL_AVAILABLE_TEMPLATES                                    :{BLACK}可用模板
STR_TMPL_DEFINE_TEMPLATE                                        :{BLACK}新建
STR_TMPL_EDIT_TEMPLATE                                          :{BLACK}编辑
STR_TMPL_CREATE_CLONE_VEH                                       :{BLACK}复制
STR_TMPL_DELETE_TEMPLATE                                        :{BLACK}删除
STR_TMPL_RENAME_TEMPLATE                                        :{BLACK}重命名模板
STR_TMPL_RPL_ALL_TMPL                                           :{BLACK}替换全部模板
STR_TMPL_NEW_VEHICLE                                            :{BLACK}新载具
STR_TMPL_CONFIRM                                                :{BLACK}确认
STR_TMPL_CANCEL                                                 :{BLACK}取消
STR_TMPL_NEW                                                    :{BLACK}新模板载具
STR_TMPL_REFIT                                                  :{BLACK}改装
STR_TMPL_GROUP_INFO                                             :{BLACK}分组信息：{ORANGE}
STR_TMPL_TEMPLATE_INFO                                          :{BLACK}模板信息：{ORANGE}
STR_TMPL_RPL_START                                              :{BLACK}开始替换
STR_TMPL_RPL_START_TOOLTIP                                      :{BLACK}用选定的模板替换选定组内的列车
STR_TMPL_RPL_STOP                                               :{BLACK}停止替换
STR_TMPL_RPL_STOP_TOOLTIP                                       :{BLACK}停止替换选定组内的列车
STR_TMPL_TEMPLATE_OVR_VALUE                                     :{BLACK}购买成本：{GOLD}{CURRENCY_LONG}
STR_TMPL_TEMPLATE_OVR_VALUE_LTBLUE                              :{BLACK}购买成本：{LTBLUE}{CURRENCY_LONG}
STR_TMPL_TEMPLATE_OVR_RUNNING_COST                              :{BLACK}预计运营成本：{LTBLUE}{CURRENCY_LONG}
STR_TMPL_TEMPLATE_OVR_MULTIPLE                                  :{BLACK}{STRING}{BLACK} {STRING}
STR_TMPL_WARNING_FREE_WAGON                                     :{RED}没有接触网：无法运行
STR_TMPL_WARNING_VEH_UNAVAILABLE                                :{RED}列车建造失败：载具不可用
STR_TMPL_WARNING_VEH_NO_COMPATIBLE_RAIL_TYPE                    :{RED}列车建造失败：与当前轨道类型不兼容
STR_TMPL_GROUP_USES_TEMPLATE                                    :{BLACK}正在使用的模板：{STRING}
STR_TMPL_NAME                                                   :{NUM}：{STRING}
STR_TMP_TEMPLATE_IN_USE                                         :模板正在使用中
STR_TMP_TEMPLATE_FROM_PARENT_GROUP                              :使用来自父组的模板
STR_TMPL_GROUP_NUM_TRAINS                                       :{BLACK}{NUM}
STR_TMPL_CREATEGUI_TITLE                                        :{WHITE}创建/编辑载具模板
STR_TMPL_MAINGUI_DEFINEDGROUPS                                  :{BLACK}已定义公司组
STR_TMPL_TMPLRPL_EX_DIFF_RAILTYPE                               :使用不同铁轨类型的模板

STR_TMPL_ADD_LOCOMOTIVE                                         :{BLACK}添加机车
STR_TMPL_ADD_WAGON                                              :{BLACK}添加车厢
STR_TMPL_ADD_VEHICLE                                            :{BLACK}添加载具
STR_TMPL_ADD_LOCOMOTIVE_REFIT                                   :{BLACK}添加并改装机车
STR_TMPL_ADD_WAGON_REFIT                                        :{BLACK}添加并改装车厢
STR_TMPL_ADD_VEHICLE_REFIT                                      :{BLACK}添加并改装载具
STR_TMPL_ADD_TOOLTIP                                            :{BLACK}将选中的载具添加至模板
STR_TMPL_ADD_REFIT_TOOLTIP                                      :{BLACK}改装选中的载具并添加至模板

STR_TMPL_SET_USEDEPOT                                           :{BLACK}使用车库闲置载具
STR_TMPL_SET_USEDEPOT_TIP                                       :{BLACK}替换时使用车库中闲置载具以减少购买成本。{}载具必须处于停止状态，且不得有任何调度计划、分组或共享调度计划。
STR_TMPL_SET_KEEPREMAINDERS                                     :{BLACK}保留旧车厢
STR_TMPL_SET_KEEPREMAINDERS_TIP                                 :{BLACK}在完成模板更新之后保留所有剩下来的从老列车上卸下来的车厢并把它们设置成闲置状态以供之后的使用
STR_TMPL_SET_REFIT_AS_TEMPLATE                                  :{BLACK}与模板一致
STR_TMPL_SET_REFIT_AS_TEMPLATE_TIP                              :{BLACK}列车将会重新配置以与模板完全匹配
STR_TMPL_SET_REFIT_AS_INCOMING                                  :{BLACK}与旧列车一致
STR_TMPL_SET_REFIT_AS_INCOMING_TIP                              :{BLACK}新列车的每一部分都会改装以与旧列车运输的货物种类匹配，若不可能则进行普通改装
STR_TMPL_SET_OLD_ONLY                                           :{BLACK}仅老旧载具
STR_TMPL_SET_OLD_ONLY_TIP                                       :{BLACK}启用时仅自动替换老旧载具

STR_TMPL_CONFIG_REFIT_AS_TEMPLATE                               :{GREEN}重新配置：模板
STR_TMPL_CONFIG_REFIT_AS_INCOMING                               :{GOLD}重新配置：与旧一致
STR_TMPL_CONFIG_USEDEPOT                                        :使用闲置载具
STR_TMPL_CONFIG_KEEPREMAINDERS                                  :保留旧车厢
STR_TMPL_CONFIG_OLD_ONLY                                        :仅老旧载具

STR_TMPL_SECTION_REFIT                                          :{BLACK}重新配置
STR_TMPL_SECTION_DEPOT_VEHICLES                                 :{BLACK}车库载具
STR_TMPL_SECTION_WHEN                                           :{BLACK}条件

STR_TMPL_NUM_TRAINS_NEED_RPL                                    :要被替换的列车：{COLOUR}{COMMA}

STR_TMPL_CARGO_SUMMARY                                          :{CARGO_LONG}
STR_TMPL_CARGO_SUMMARY_MULTI                                    :{CARGO_LONG}（x{NUM}）

STR_TMPL_RPLALLGUI_TITLE                                        :{WHITE}替换所有模板载具
STR_TMPL_RPLALLGUI_INSET_TOP                                    :{BLACK}选择载具类型并更换
STR_TMPL_RPLALLGUI_INSET_TOP_1                                  :{BLACK}模板载具
STR_TMPL_RPLALLGUI_INSET_TOP_2                                  :{BLACK}可购买机车
STR_TMPL_RPLALLGUI_INSET_BOTTOM                                 :{BLACK}当前模板列表（在替换后被更新）
STR_TMPL_RPLALLGUI_BUTTON_RPLALL                                :{BLACK}替换全部
STR_TMPL_RPLALLGUI_BUTTON_APPLY                                 :{BLACK}应用
STR_TMPL_RPLALLGUI_BUTTON_CANCEL                                :{BLACK}取消
STR_TMPL_RPLALLGUI_USE_TIP                                      :{BLACK}从每个列表中选择一个载具类型，然后按“替换全部”。如果你对模板列表中显示的结果满意，按“应用”来实际应用这些变化。

STR_TMPL_CANT_CREATE                                            :{WHITE}不能创建一个模板载具或真实载具
STR_TMPL_CANT_RENAME                                            :{WHITE}无法重命名模板……

# Scheduled Dispatch
STR_SCHDISPATCH_CAPTION                                         :{WHITE}{VEHICLE}（计划调度）
STR_SCHDISPATCH_ENABLED                                         :{BLACK}启用
STR_SCHDISPATCH_ENABLED_TOOLTIP                                 :{BLACK}对此调度应用计划调度。
STR_SCHDISPATCH_ADD                                             :{BLACK}添加发车时间
STR_SCHDISPATCH_ADD_TOOLTIP                                     :{BLACK}为此时刻表添加发车时间。
STR_SCHDISPATCH_ADD_TOOLTIP_EXTRA                               :{BLACK}{STRING}按住 <Ctrl> 键操作以添加多个发车时间。
STR_SCHDISPATCH_ADD_CAPTION                                     :{BLACK}发车时间
STR_SCHDISPATCH_DURATION                                        :{BLACK}持续长度
STR_SCHDISPATCH_DURATION_TOOLTIP                                :{BLACK}设置本时刻表的持续时间长度
STR_SCHDISPATCH_DURATION_CAPTION_MINUTE                         :{BLACK}持续长度（分钟）
STR_SCHDISPATCH_DURATION_CAPTION_DAY                            :{BLACK}持续长度（天）
STR_SCHDISPATCH_DURATION_CAPTION_TICKS                          :{BLACK}持续长度（游戏刻）
STR_SCHDISPATCH_START                                           :{BLACK}开始日期
STR_SCHDISPATCH_SET_START                                       :{BLACK}设置开始日期
STR_SCHDISPATCH_START_TIME                                      :{BLACK}开始时间
STR_SCHDISPATCH_SET_START_TIME                                  :{BLACK}设置开始时间
STR_SCHDISPATCH_START_TOOLTIP                                   :{BLACK}设置时刻表的开始时间日期
STR_SCHDISPATCH_START_CAPTION_MINUTE                            :{BLACK}开始时间（格式：hhmm）
STR_SCHDISPATCH_DELAY                                           :{BLACK}延误
STR_SCHDISPATCH_DELAY_TOOLTIP                                   :{BLACK}设置跳过发车时间前的最大延误时间
STR_SCHDISPATCH_DELAY_CAPTION_MINUTE                            :{BLACK}延误时间（分钟）
STR_SCHDISPATCH_DELAY_CAPTION_DAY                               :{BLACK}延误时间（天）
STR_SCHDISPATCH_DELAY_CAPTION_TICKS                             :{BLACK}延误时间（游戏刻）
STR_SCHDISPATCH_ADJUST                                          :{BLACK}调整发车时间
STR_SCHDISPATCH_ADJUST_TOOLTIP                                  :{BLACK}调整此调度计划中的所有发车时间
STR_SCHDISPATCH_REMOVE                                          :{BLACK}移除发车时间
STR_SCHDISPATCH_REMOVE_TOOLTIP                                  :{BLACK}启用从时刻表中移除发车时间
STR_SCHDISPATCH_REMOVE_SLOT                                     :{BLACK}移除发车时间
STR_SCHDISPATCH_ADJUST_CAPTION_MINUTE                           :{BLACK}增加时间（分钟）
STR_SCHDISPATCH_ADJUST_CAPTION_DAY                              :{BLACK}增加时间（日）
STR_SCHDISPATCH_ADJUST_CAPTION_TICKS                            :{BLACK}增加时间（游戏刻）
STR_SCHDISPATCH_RESET_LAST_DISPATCH                             :{BLACK}重设调度
STR_SCHDISPATCH_RESET_LAST_DISPATCH_TOOLTIP                     :{BLACK}当载具使用了最后一个发车时间后，重设调度
STR_SCHDISPATCH_CLEAR                                           :{BLACK}清除发车时间
STR_SCHDISPATCH_CLEAR_TOOLTIP                                   :{BLACK}从计划调度中清除全部的发车时间
STR_SCHDISPATCH_MANAGE                                          :{BLACK}管理时刻表
STR_SCHDISPATCH_MANAGE_TOOLTIP_SUFFIX                           :{}{}{STRING}
STR_SCHDISPATCH_PREV_SCHEDULE                                   :{BLACK}上个
STR_SCHDISPATCH_PREV_SCHEDULE_TOOLTIP                           :{BLACK}跳转到前一时刻表
STR_SCHDISPATCH_NEXT_SCHEDULE                                   :{BLACK}下个
STR_SCHDISPATCH_NEXT_SCHEDULE_TOOLTIP                           :{BLACK}跳转到下一时刻表
STR_SCHDISPATCH_ADD_SCHEDULE                                    :{BLACK}添加
STR_SCHDISPATCH_ADD_SCHEDULE_TOOLTIP                            :{BLACK}添加新时刻表
STR_SCHDISPATCH_REMOVE_SCHEDULE                                 :{BLACK}移除当前时刻表
