STR_CONFIG_SETTING_TREE_PLACER_PERFECT                          :完善
STR_TIMETABLE_NON_TIMETABLED_BRANCH                             :{BLACK}遊戲不會為所有條件性任務分支運行時間制定時刻表時間
STR_TIMETABLE_WARNING_NO_SCHEDULED_DISPATCH_ORDER_ASSIGNED      :{BLACK}時刻表未分配到調度任務
STR_TIMETABLE_WARNING_SCHEDULED_DISPATCH_ORDER_NO_WAIT_TIME     :{BLACK}該計劃調度任務應當有一項時刻表等待時間
STR_TIMETABLE_WARNING_SCHEDULE_ID                               :{BLACK}時刻表 #{NUM}：{STRING}
STR_TIMETABLE_FILL_TIMETABLE_SUGGESTION                         :{BLACK}啟用「自動」以自動填充或更新運行或等待時間
STR_TIMETABLE_FILL_TIMETABLE_SUGGESTION_2                       :{BLACK}（可以選擇「自動填充」選項或手動填充）

STR_TIMETABLE_WARNINGS_OMITTED                                  :{BLACK}忽略了 {NUM} 項警告……

STR_TIMETABLE_ARRIVAL_ABBREVIATION                              :到：
STR_TIMETABLE_DEPARTURE_ABBREVIATION                            :開：

STR_DATE_MINUTES_MINUTE_TOOLTIP                                 :{BLACK}選擇分鐘
STR_DATE_MINUTES_HOUR_TOOLTIP                                   :{BLACK}選擇小時

STR_TIME_CAPTION                                                :{WHITE}設定時間

# Cargo type orders Window
STR_CARGO_TYPE_ORDERS_LOAD_CAPTION                              :{WHITE}{VEHICLE}（#{NUM}: 在{STATION}裝載）
STR_CARGO_TYPE_ORDERS_UNLOAD_CAPTION                            :{WHITE}{VEHICLE}（#{NUM}: 在{STATION}卸載）
STR_CARGO_TYPE_ORDERS_LOAD_TITLE                                :{GOLD}對每種貨物類型進行載入順序的選擇：
STR_CARGO_TYPE_ORDERS_UNLOAD_TITLE                              :{GOLD}對每種貨物類型進行卸載順序的選擇：
STR_CARGO_TYPE_ORDERS_CLOSE_BUTTON                              :{BLACK}關閉

STR_CARGO_TYPE_ORDERS_DROP_FULL_LOAD                            :裝載全部
STR_CARGO_TYPE_LOAD_ORDERS_DROP_TOOLTIP                         :{BLACK}改變這種貨物類型的裝載行為
STR_CARGO_TYPE_UNLOAD_ORDERS_DROP_TOOLTIP                       :{BLACK}改變這種貨物的卸載行為
STR_CARGO_TYPE_ORDERS_SET_TO_ALL_LABEL                          :{BLACK}設定全部為：
STR_CARGO_TYPE_ORDERS_SET_TO_ALL_TOOLTIP                        :{BLACK}設定全部貨物的裝載/卸載行為為當前所選的

STR_SCREENSHOT_WORLD_SCREENSHOT_DEFAULT_ZOOM                    :{BLACK}以預設縮放比例全地圖截圖
STR_SCREENSHOT_WORLD_SCREENSHOT_CURRENT_ZOOM                    :{BLACK}以當前縮放比例全地圖截圖

STR_SCREENSHOT_TOPOGRAPHY_SCREENSHOT                            :{BLACK}地形截圖
STR_SCREENSHOT_INDUSTRY_SCREENSHOT                              :{BLACK}工業截圖

# Plans window
STR_PLANS_CAPTION                                               :{WHITE}計劃
STR_PLANS_NEW_PLAN                                              :{BLACK}設立
STR_PLANS_NEW_PLAN_TOOLTIP                                      :{BLACK}設立新計劃
STR_PLANS_ADD_LINES                                             :{BLACK}增加線段
STR_PLANS_ADDING_LINES                                          :{BLACK}增加……
STR_PLANS_ADD_LINES_TOOLTIP                                     :{BLACK}增加線段至選定的計劃
STR_PLANS_HIDE_ALL                                              :{BLACK}隱藏全部
STR_PLANS_HIDE_ALL_TOOLTIP                                      :{BLACK}隱藏所有計劃
STR_PLANS_SHOW_ALL                                              :{BLACK}顯示全部
STR_PLANS_SHOW_ALL_TOOLTIP                                      :{BLACK}顯示所有計劃
STR_PLANS_VISIBILITY_PRIVATE                                    :{BLACK}設定私有
STR_PLANS_VISIBILITY_PUBLIC                                     :{BLACK}設定公開
STR_PLANS_VISIBILITY_TOOLTIP                                    :{BLACK}切換這個計劃能否被顯示{}公開的計劃可以被所有人查看，但只有其設立者有權限修改
STR_PLANS_COLOUR                                                :{BLACK}顏色
STR_PLANS_COLOUR_TOOLTIP                                        :{BLACK}設定計劃的顏色
STR_PLANS_DELETE                                                :{BLACK}刪除
STR_PLANS_DELETE_TOOLTIP                                        :{BLACK}刪除清單中的所選項
STR_PLANS_TAKE_OWNERSHIP                                        :{BLACK}認領
STR_PLANS_TAKE_OWNERSHIP_TOOLTIP                                :{BLACK}認領選擇的無主計劃
STR_PLANS_LIST_ITEM_PLAN_PRIVATE                                :[私有]：{STRING}
STR_PLANS_LIST_ITEM_PLAN                                        :計劃 #{NUM}：{NUM} 條線（{DATE_SHORT}）
STR_PLANS_LIST_ITEM_NAMED_PLAN                                  :{STRING}: {NUM} 條線（{DATE_SHORT}）
STR_PLANS_LIST_ITEM_LINE                                        : -- #{NUM}：{NUM} 條線段
STR_PLANS_LIST_TOOLTIP                                          :{BLACK}雙擊清單中的任意物品摺疊相關聯的計劃{}按住 <Ctrl> 鍵操作移動到相應位置
STR_PLANS_QUERY_RENAME_PLAN                                     :{WHITE}重新命名計劃
STR_PLANS_OWN_ONLY                                              :{BLACK}當前公司
STR_PLANS_OWN_ONLY_TOOLTIP                                      :{BLACK}僅顯示當前公司的計劃
STR_SORT_BY_PLAN_ID                                             :計劃編號
STR_SORT_BY_OWNER                                               :所有者
STR_SORT_BY_DATE                                                :日期

STR_WARNING_LOADGAME_REMOVED_UNCORRECTABLE_VEHICLES             :{WHITE}由於在載入過程中無可挽回的錯誤，已經移除了{NUM} 輛車

STR_GAME_SAVELOAD_FROM_VERSION                                  :來自 {PUSH_COLOUR}{ORANGE}{STRING}{POP_COLOUR} 版本{}
STR_GAME_SAVELOAD_ERROR_TOO_NEW_FEATURE_VERSION                 :存檔“{0:STRING}”有 {PUSH_COLOUR}{ORANGE}{2:NUM}{POP_COLOUR} 版本的特徵“{PUSH_COLOUR}{ORANGE}{1:STRING}{POP_COLOUR}”，但是最大支持版本為 {PUSH_COLOUR}{ORANGE}{3:NUM}{POP_COLOUR}
STR_GAME_SAVELOAD_ERROR_UNKNOWN_FEATURE                         :存檔“{0:STRING}”有不支援的未知特徵“{PUSH_COLOUR}{ORANGE}{1:STRING}{POP_COLOUR}”（版本：{PUSH_COLOUR}{ORANGE}{2:NUM}{POP_COLOUR}）

STR_GAME_SAVELOAD_ERROR_HUGE_AIRPORTS_PRESENT                   :存檔使用了大型機場
STR_GAME_SAVELOAD_ERROR_HELI_OILRIG_BUG                         :存檔有一架靠近錯誤油井的直升機

# Clear area query
STR_QUERY_CLEAR_AREA_CAPTION                                    :{WHITE}清除區域
STR_CLEAR_AREA_CONFIRMATION_TEXT                                :{YELLOW}你確定要摧毀一個重要的建築物嗎？

STR_ERROR_BUILDING_NOT_ALLOWED_IN_THIS_TOWN_ZONE                :{WHITE}……不允許在這個市鎮區建設
STR_ERROR_BUILDING_NOT_ALLOWED_ABOVE_SNOW_LINE                  :{WHITE}……不允許在雪線上建設
STR_ERROR_BUILDING_NOT_ALLOWED_BELOW_SNOW_LINE                  :{WHITE}……不允許在雪線下建設
STR_ERROR_TOO_MANY_HOUSE_SETS                                   :{WHITE}……市鎮裡的房屋太多了
STR_ERROR_TOO_MANY_HOUSE_TYPES                                  :{WHITE}……市鎮裡房屋種類太多了
STR_ERROR_BUILDING_IS_TOO_OLD                                   :{WHITE}……此建築物太舊了
STR_ERROR_BUILDING_IS_TOO_MODERN                                :{WHITE}……此建築物太新了
STR_ERROR_ONLY_ONE_BUILDING_ALLOWED_PER_TOWN                    :{WHITE}……此建築物在一個市鎮裡最多只允許存在一個
STR_ERROR_TOO_MANY_DOCKS                                        :{WHITE}船塢太多了
STR_ERROR_UNSUITABLE_SIGNAL_TYPE                                :{WHITE}……不適合的號誌類型
STR_ERROR_RESTRICTED_SIGNAL                                     :{WHITE}……號誌已配置尋路限制邏輯
STR_ERROR_SIGNAL_CHANGES                                        :{WHITE}可編程邏輯號誌評估次數超過限制

STR_ERROR_BRIDGE_TOO_LOW_FOR_STATION                            :{WHITE}橋樑相對車站太低
STR_ERROR_BRIDGE_PILLARS_OBSTRUCT_STATION                       :{WHITE}橋柱阻礙車站
STR_ERROR_CHUNNEL_THROUGH_MAP_BORDER                            :{WHITE}海底隧道出口將超出地圖邊界
STR_ERROR_CHUNNEL_RAMP                                          :{WHITE}……海底隧道的建設需要隧道與海岸之間的空間在 {NUM} 與 {NUM} 格之間
STR_ERROR_TUNNEL_TOO_MANY                                       :{WHITE}……隧道太多了
STR_ERROR_NO_DRILLING_ABOVE_CHUNNEL                             :{WHITE}海底隧道上方不允許存在油井
STR_ERROR_ANOTHER_TUNNEL_IN_THE_WAY_FOR_CHUNNEL                 :{WHITE}要往下穿越其他隧道必須有三格以上的剩餘空間
STR_ERROR_CHUNNEL_ONLY_OVER_SEA                                 :{WHITE}海底隧道只被允許用來穿過海洋
STR_ERROR_PURCHASE_LAND_LIMIT_REACHED                           :
STR_ERROR_CANT_PURCHASE_OTHER_COMPANY_DEPOT                     :{WHITE}車廠被另一家公司所有，不允許在這裡購買車輛
STR_ERROR_DEPOT_HAS_WRONG_RAIL_TYPE                             :{WHITE}機廠不能被用來建設需要這種類型的軌道的列車

STR_ERROR_CANNOT_MODIFY_TRACK_TRAIN_APPROACHING                 :{WHITE}列車已使用此軌道……

# Plan related errors
STR_ERROR_TOO_MANY_PLANS                                        :{WHITE}……計劃太多了
STR_ERROR_TOO_MANY_NODES                                        :{WHITE}……計劃中線段的節點太多了
STR_ERROR_CAN_T_RENAME_PLAN                                     :{WHITE}不能重新命名計劃……

STR_TRADITIONAL_TRAIN_NAME                                      :列車 #{COMMA}
STR_TRADITIONAL_ROAD_VEHICLE_NAME                               :汽車 #{COMMA}
STR_TRADITIONAL_SHIP_NAME                                       :船舶 #{COMMA}
STR_TRADITIONAL_AIRCRAFT_NAME                                   :飛機 #{COMMA}

STR_FORMAT_DATE_MINUTES                                         :{0:STRING}:{1:STRING}

STR_HHMM_WITH_DATE_Y                                            :{TIME_HHMM} / {NUM}
STR_HHMM_WITH_DATE_YM                                           :{TIME_HHMM} / {DATE_SHORT}
STR_HHMM_WITH_DATE_YMD                                          :{TIME_HHMM} / {DATE_LONG}

STR_FORMAT_GROUP_VEHICLE_NAME_LONG                              :{GROUP} - {STRING}

STR_VIEWPORT_SHOW_VEHICLE_ROUTE_STEP                            :{BROWN}{NUM} {STRING}
STR_VIEWPORT_SHOW_VEHICLE_ROUTE_STEP_STATION                    :{BLACK}站
STR_VIEWPORT_SHOW_VEHICLE_ROUTE_STEP_VIA_STATION                :{GRAY}經
STR_VIEWPORT_SHOW_VEHICLE_ROUTE_STEP_WAYPOINT                   :{GRAY}號
STR_VIEWPORT_SHOW_VEHICLE_ROUTE_STEP_IMPLICIT                   :{GRAY}轉
STR_VIEWPORT_SHOW_VEHICLE_ROUTE_STEP_DEPOT                      :{RED}廠
STR_VIEWPORT_SHOW_VEHICLE_ROUTE_STEP_OVERFLOW                   :{RED}{NUM}x

STR_BLACK_PLUS                                                  :{BLACK}+

STR_DECIMAL1_WITH_SCALE                                         :{DECIMAL1}（{DECIMAL}x）

STR_HIERARCHY_SEPARATOR                                         :{SP}/{SP}

STR_ZONING_TOOLBAR                                              :{WHITE}分塊工具欄
STR_ZONING_OUTER                                                :{BLACK}外邊界：
STR_ZONING_INNER                                                :{BLACK}內邊界：
STR_ZONING_OUTER_INFO                                           :{BLACK}選擇格子的外邊界顯示的分塊
STR_ZONING_INNER_INFO                                           :{BLACK}選擇格子的內邊界顯示的分塊

STR_ZONING_NO_ZONING                                            :無
STR_ZONING_AUTHORITY                                            :市鎮範圍
STR_ZONING_CAN_BUILD                                            :無法建設
STR_ZONING_STA_CATCH                                            :車站覆蓋
STR_ZONING_STA_CATCH_OPEN                                       :車站覆蓋（選中車站時）
STR_ZONING_BUL_UNSER                                            :未覆蓋建築物
STR_ZONING_IND_UNSER                                            :未覆蓋工業
STR_ZONING_TRACERESTRICT                                        :尋路限制號誌
STR_ZONING_2x2_GRID                                             :2x2 路網
STR_ZONING_3x3_GRID                                             :3x3 路網
STR_ZONING_ONE_WAY_ROAD                                         :單行道

STR_STATION_RATING_TOOLTIP_RATING_DETAILS                       :{STRING}評價詳細資訊
STR_STATION_RATING_TOOLTIP_TOTAL_RATING                         :總目標評價：{LTBLUE}{NUM}%

STR_STATION_RATING_TOOLTIP_USING_CHEAT                          :作弊

STR_STATION_RATING_TOOLTIP_NEWGRF_RATING                        :NewGRF 車站評價：{STRING}{BLACK}基於
STR_STATION_RATING_TOOLTIP_NEWGRF_RATING_0                      :{GOLD}{PLUS_NUM}%
STR_STATION_RATING_TOOLTIP_NEWGRF_RATING_1                      :{LTBLUE}{PLUS_NUM}%
STR_STATION_RATING_TOOLTIP_NEWGRF_SPEED                         :上次車輛最高速度：{LTBLUE}{STRING}（{STRING}）
STR_STATION_RATING_TOOLTIP_NEWGRF_WAITUNITS                     :車站貨物等待時間：{LTBLUE}{NUM}（直達車站平均）
STR_STATION_RATING_TOOLTIP_NEWGRF_WAITTIME                      :距離上次提貨時間：{NUM} 日

STR_STATION_RATING_MAX_PERCENTAGE                               :，最大{NBSP}{PLUS_NUM}%
STR_STATION_RATING_MAX_PERCENTAGE_COMMA                         :，最大{NBSP}{PLUS_NUM}%
STR_STATION_RATING_PERCENTAGE_COMMA                             :{NBSP}[{PLUS_NUM}%]

STR_STATION_RATING_TOOLTIP_SPEED                                :上次車輛最高速度{0:STRING}：{1:COLOUR}{2:STRING}{3:STRING}（{4:STRING}）

STR_STATION_RATING_TOOLTIP_AGE                                  :上次車輛使用時間{0:STRING}：{1:COLOUR}{2:NUM} 年{3:STRING}

STR_STATION_RATING_TOOLTIP_WAITTIME                             :距離上次提貨時間{0:STRING}：{1:STRING}
STR_STATION_RATING_TOOLTIP_WAITTIME_SHIP                        :距離上次提貨時間{0:STRING}：{1:STRING}（水運）
STR_STATION_RATING_TOOLTIP_WAITTIME_VALUE                       :{COLOUR}{NUM} 日{STRING}

STR_STATION_RATING_TOOLTIP_WAITUNITS                            :車站貨物等待時間{0:STRING}：{1:COLOUR}{2:NUM}{3:STRING}{PUSH_COLOUR}{BLACK}（直達車站平均）{POP_COLOUR}

STR_STATION_RATING_TOOLTIP_STATUE                               :市鎮內本公司雕像{0:STRING}：{1:STRING}
STR_STATION_RATING_TOOLTIP_STATUE_NO                            :{GOLD}無{STRING}
STR_STATION_RATING_TOOLTIP_STATUE_YES                           :{GREEN}有{STRING}

STR_STATION_RATING_TOOLTIP_TRAIN                                :列車
STR_STATION_RATING_TOOLTIP_ROAD_VEHICLE                         :汽車
STR_STATION_RATING_TOOLTIP_SHIP                                 :船舶
STR_STATION_RATING_TOOLTIP_AIRCRAFT                             :飛機
STR_STATION_RATING_TOOLTIP_INVALID                              :無

STR_TMPL_RPL_TITLE                                              :{WHITE}範本替換
STR_TMPL_TEMPLATE_REPLACEMENT                                   :範本替換
STR_TMPL_TRAINS_IN_GROUP                                        :{BLACK}群組內列車
STR_TMPL_AVAILABLE_TEMPLATES                                    :{BLACK}可用範本
STR_TMPL_DEFINE_TEMPLATE                                        :{BLACK}新建
STR_TMPL_EDIT_TEMPLATE                                          :{BLACK}編輯
STR_TMPL_CREATE_CLONE_VEH                                       :{BLACK}複製
STR_TMPL_DELETE_TEMPLATE                                        :{BLACK}刪除
STR_TMPL_RENAME_TEMPLATE                                        :{BLACK}重新命名範本
STR_TMPL_RPL_ALL_TMPL                                           :{BLACK}替換全部範本
STR_TMPL_NEW_VEHICLE                                            :{BLACK}新的車輛
STR_TMPL_CONFIRM                                                :{BLACK}確認
STR_TMPL_CANCEL                                                 :{BLACK}取消
STR_TMPL_NEW                                                    :{BLACK}新範本車輛
STR_TMPL_REFIT                                                  :{BLACK}改裝
STR_TMPL_GROUP_INFO                                             :{BLACK}群組資訊：{ORANGE}
STR_TMPL_TEMPLATE_INFO                                          :{BLACK}範本資訊：{ORANGE}
STR_TMPL_RPL_START                                              :{BLACK}開始替換
STR_TMPL_RPL_START_TOOLTIP                                      :{BLACK}用選定的範本替換選定群組內的列車
STR_TMPL_RPL_STOP                                               :{BLACK}停止替換
STR_TMPL_RPL_STOP_TOOLTIP                                       :{BLACK}停止替換選定群組內的列車
STR_TMPL_TEMPLATE_OVR_VALUE                                     :{BLACK}購買成本：{GOLD}{CURRENCY_LONG}
STR_TMPL_TEMPLATE_OVR_VALUE_LTBLUE                              :{BLACK}購買成本：{LTBLUE}{CURRENCY_LONG}
STR_TMPL_TEMPLATE_OVR_RUNNING_COST                              :{BLACK}預計運營成本：{LTBLUE}{CURRENCY_LONG}
STR_TMPL_TEMPLATE_OVR_MULTIPLE                                  :{BLACK}{STRING}{BLACK} {STRING}
STR_TMPL_WARNING_FREE_WAGON                                     :{RED}沒有接觸網：無法運行
STR_TMPL_WARNING_VEH_UNAVAILABLE                                :{RED}列車製作失敗：車輛不能用
STR_TMPL_WARNING_VEH_NO_COMPATIBLE_RAIL_TYPE                    :{RED}列車製作失敗：與當前軌道類型不相容
STR_TMPL_GROUP_USES_TEMPLATE                                    :{BLACK}正在使用的範本：{STRING}
STR_TMPL_NAME                                                   :{NUM}：{STRING}
STR_TMP_TEMPLATE_IN_USE                                         :範本正在使用中
STR_TMP_TEMPLATE_FROM_PARENT_GROUP                              :使用來自上層群組的範本
STR_TMPL_GROUP_NUM_TRAINS                                       :{BLACK}{NUM}
STR_TMPL_CREATEGUI_TITLE                                        :{WHITE}設立或編輯車輛範本
STR_TMPL_MAINGUI_DEFINEDGROUPS                                  :{BLACK}已定義公司群組
STR_TMPL_TMPLRPL_EX_DIFF_RAILTYPE                               :使用不同鐵道軌道類型的範本

STR_TMPL_ADD_LOCOMOTIVE                                         :{BLACK}增加機車
STR_TMPL_ADD_WAGON                                              :{BLACK}增加車廂
STR_TMPL_ADD_VEHICLE                                            :{BLACK}增加車輛
STR_TMPL_ADD_LOCOMOTIVE_REFIT                                   :{BLACK}增加並改裝機車
STR_TMPL_ADD_WAGON_REFIT                                        :{BLACK}增加並改裝車廂
STR_TMPL_ADD_VEHICLE_REFIT                                      :{BLACK}增加並改裝車輛
STR_TMPL_ADD_TOOLTIP                                            :{BLACK}將選中的車輛增加至範本
STR_TMPL_ADD_REFIT_TOOLTIP                                      :{BLACK}改裝選中的車輛並增加至範本

STR_TMPL_SET_USEDEPOT                                           :{BLACK}使用車廠閒置車輛
STR_TMPL_SET_USEDEPOT_TIP                                       :{BLACK}替換時使用車廠中閒置車輛以減少購買成本。{}車輛必須處於停止狀態，且不得有任何調度任務、群組或共享調度任務。
STR_TMPL_SET_KEEPREMAINDERS                                     :{BLACK}保留舊車廂
STR_TMPL_SET_KEEPREMAINDERS_TIP                                 :{BLACK}在完成範本更新之後保留所有剩下來的從舊列車上卸下來的車廂並把它們設定成閒置狀態以供之後的使用
STR_TMPL_SET_REFIT_AS_TEMPLATE                                  :{BLACK}與範本一致
STR_TMPL_SET_REFIT_AS_TEMPLATE_TIP                              :{BLACK}列車將會重新配置以與範本完全符合
STR_TMPL_SET_REFIT_AS_INCOMING                                  :{BLACK}與舊列車一致
STR_TMPL_SET_REFIT_AS_INCOMING_TIP                              :{BLACK}新列車的每一部分都會改裝以與舊列車運輸的貨物種類符合，若不可能則進行普通改裝
STR_TMPL_SET_OLD_ONLY                                           :{BLACK}僅限舊車輛
STR_TMPL_SET_OLD_ONLY_TIP                                       :{BLACK}啟用時僅自動替換舊車輛

STR_TMPL_CONFIG_REFIT_AS_TEMPLATE                               :{GREEN}重新配置：範本
STR_TMPL_CONFIG_REFIT_AS_INCOMING                               :{GOLD}重新配置：與舊一致
STR_TMPL_CONFIG_USEDEPOT                                        :使用閒置車輛
STR_TMPL_CONFIG_KEEPREMAINDERS                                  :保留舊車廂
STR_TMPL_CONFIG_OLD_ONLY                                        :僅限舊車輛

STR_TMPL_SECTION_REFIT                                          :{BLACK}重新配置
STR_TMPL_SECTION_DEPOT_VEHICLES                                 :{BLACK}車廠車輛
STR_TMPL_SECTION_WHEN                                           :{BLACK}條件

STR_TMPL_NUM_TRAINS_NEED_RPL                                    :要被替換的列車：{COLOUR}{COMMA}

STR_TMPL_CARGO_SUMMARY                                          :{CARGO_LONG}
STR_TMPL_CARGO_SUMMARY_MULTI                                    :{CARGO_LONG}（x{NUM}）

STR_TMPL_RPLALLGUI_TITLE                                        :{WHITE}替換所有範本車輛
STR_TMPL_RPLALLGUI_INSET_TOP                                    :{BLACK}選擇車輛類型並更換
STR_TMPL_RPLALLGUI_INSET_TOP_1                                  :{BLACK}範本車輛
STR_TMPL_RPLALLGUI_INSET_TOP_2                                  :{BLACK}可購買機車
STR_TMPL_RPLALLGUI_INSET_BOTTOM                                 :{BLACK}當前範本清單（在替換後被更新）
STR_TMPL_RPLALLGUI_BUTTON_RPLALL                                :{BLACK}替換全部
STR_TMPL_RPLALLGUI_BUTTON_APPLY                                 :{BLACK}應用
STR_TMPL_RPLALLGUI_BUTTON_CANCEL                                :{BLACK}取消
STR_TMPL_RPLALLGUI_USE_TIP                                      :{BLACK}從每個清單中選擇一個車輛類型，然後按「替換全部」。如果你對範本清單中顯示的結果滿意，按「應用」來實際應用這些變化。

STR_TMPL_CANT_CREATE                                            :{WHITE}不能設立一個範本車輛或真實車輛
STR_TMPL_CANT_RENAME                                            :{WHITE}無法重新命名範本……

# Scheduled Dispatch
STR_SCHDISPATCH_CAPTION                                         :{WHITE}{VEHICLE}（調度任務）
STR_SCHDISPATCH_ENABLED                                         :{BLACK}啟用
STR_SCHDISPATCH_ENABLED_TOOLTIP                                 :{BLACK}對此調度應用調度任務。
STR_SCHDISPATCH_ADD                                             :{BLACK}增加發車時間
STR_SCHDISPATCH_ADD_TOOLTIP                                     :{BLACK}為此時刻表增加發車時間。
STR_SCHDISPATCH_ADD_TOOLTIP_EXTRA                               :{BLACK}{STRING}按住 <Ctrl> 鍵操作以增加多個發車時間。
STR_SCHDISPATCH_ADD_CAPTION                                     :{BLACK}發車時間
STR_SCHDISPATCH_DURATION                                        :{BLACK}持續長度
STR_SCHDISPATCH_DURATION_TOOLTIP                                :{BLACK}設定本時刻表的持續時間長度
STR_SCHDISPATCH_DURATION_CAPTION_MINUTE                         :{BLACK}持續長度（分鐘）
STR_SCHDISPATCH_DURATION_CAPTION_DAY                            :{BLACK}持續長度（天）
STR_SCHDISPATCH_DURATION_CAPTION_TICKS                          :{BLACK}持續長度（遊戲刻）
STR_SCHDISPATCH_START                                           :{BLACK}開始日期
STR_SCHDISPATCH_SET_START                                       :{BLACK}設定開始日期
STR_SCHDISPATCH_START_TIME                                      :{BLACK}開始時間
STR_SCHDISPATCH_SET_START_TIME                                  :{BLACK}設定開始時間
STR_SCHDISPATCH_START_TOOLTIP                                   :{BLACK}設定時刻表的開始時間日期
STR_SCHDISPATCH_START_CAPTION_MINUTE                            :{BLACK}開始時間（格式：hhmm）
STR_SCHDISPATCH_DELAY                                           :{BLACK}延誤
STR_SCHDISPATCH_DELAY_TOOLTIP                                   :{BLACK}設定跳過發車時間前的最大延誤時間
STR_SCHDISPATCH_DELAY_CAPTION_MINUTE                            :{BLACK}延誤時間（分鐘）
STR_SCHDISPATCH_DELAY_CAPTION_DAY                               :{BLACK}延誤時間（天）
STR_SCHDISPATCH_DELAY_CAPTION_TICKS                             :{BLACK}延誤時間（遊戲刻）
STR_SCHDISPATCH_ADJUST                                          :{BLACK}調整發車時間
STR_SCHDISPATCH_ADJUST_TOOLTIP                                  :{BLACK}調整此調度任務中的所有發車時間
STR_SCHDISPATCH_REMOVE                                          :{BLACK}移除發車時間
STR_SCHDISPATCH_REMOVE_TOOLTIP                                  :{BLACK}啟用從時刻表中移除發車時間
STR_SCHDISPATCH_REMOVE_SLOT                                     :{BLACK}移除發車時間
STR_SCHDISPATCH_ADJUST_CAPTION_MINUTE                           :{BLACK}增加時間（分鐘）
STR_SCHDISPATCH_ADJUST_CAPTION_DAY                              :{BLACK}增加時間（日）
STR_SCHDISPATCH_ADJUST_CAPTION_TICKS                            :{BLACK}增加時間（遊戲刻）
STR_SCHDISPATCH_RESET_LAST_DISPATCH                             :{BLACK}重設調度
STR_SCHDISPATCH_RESET_LAST_DISPATCH_TOOLTIP                     :{BLACK}當車輛使用了最後一個發車時間後，重設調度
STR_SCHDISPATCH_CLEAR                                           :{BLACK}清除發車時間
STR_SCHDISPATCH_CLEAR_TOOLTIP                                   :{BLACK}從調度任務中清除全部的發車時間
STR_SCHDISPATCH_MANAGE                                          :{BLACK}管理時刻表
STR_SCHDISPATCH_MANAGE_TOOLTIP_SUFFIX                           :{}{}{STRING}
STR_SCHDISPATCH_PREV_SCHEDULE                                   :{BLACK}上個
STR_SCHDISPATCH_PREV_SCHEDULE_TOOLTIP                           :{BLACK}跳轉到前一時刻表
STR_SCHDISPATCH_NEXT_SCHEDULE                                   :{BLACK}下個
STR_SCHDISPATCH_NEXT_SCHEDULE_TOOLTIP                           :{BLACK}跳轉到下一時刻表
STR_SCHDISPATCH_ADD_SCHEDULE                                    :{BLACK}增加
STR_SCHDISPATCH_ADD_SCHEDULE_TOOLTIP                            :{BLACK}增加新時刻表
STR_SCHDISPATCH_REMOVE_SCHEDULE                                 :{BLACK}移除當前時刻表
STR_SCHDISPATCH_REMOVE_SCHEDULE_TOOLTIP                         :{BLACK}完全移除當前時刻表
STR_SCHDISPATCH_DUPLICATE_SCHEDULE                              :{BLACK}複製當前時刻表
STR_SCHDISPATCH_DUPLICATE_SCHEDULE_TOOLTIP                      :{BLACK}設立當前時刻表的備份
STR_SCHDISPATCH_APPEND_VEHICLE_SCHEDULES                        :{BLACK}追加其他車輛的時刻表
STR_SCHDISPATCH_APPEND_VEHICLE_SCHEDULES_TOOLTIP                :{BLACK}自另一部車輛中增加時刻表發車時間
STR_SCHDISPATCH_REUSE_DEPARTURE_SLOTS                           :恢復發車時間
STR_SCHDISPATCH_REUSE_DEPARTURE_SLOTS_TOOLTIP                   :{BLACK}設定是否允許選定的發車時間被多次使用
STR_SCHDISPATCH_RENAME_DEPARTURE_TAG                            :重新命名標簽 #{NUM}
STR_SCHDISPATCH_RENAME_DEPARTURE_TAG_NAMED                      :重新命名標簽 #{NUM}：{STRING}
STR_SCHDISPATCH_RENAME_DEPARTURE_TAG_TOOLTIP                    :{BLACK}重新命名發車時間標簽（與條件性任務一起使用）
STR_SCHDISPATCH_RENAME_DEPARTURE_TAG_CAPTION                    :{BLACK}命名發車時間標簽
STR_ERROR_CAN_T_RENAME_DEPARTURE_TAG                            :{WHITE}無法命名發車時間標簽……
STR_SCHDISPATCH_MANAGE_SLOT                                     :{BLACK}管理發車時間
STR_SCHDISPATCH_REUSE_THIS_DEPARTURE_SLOT                       :恢復發車時間
STR_SCHDISPATCH_REUSE_THIS_DEPARTURE_SLOT_TOOLTIP               :{BLACK}設定是否允許選定的發車時間被多次使用
STR_SCHDISPATCH_TAG_DEPARTURE                                   :標簽 #{NUM}
STR_SCHDISPATCH_TAG_DEPARTURE_NAMED                             :標簽 #{NUM}：{STRING}
STR_SCHDISPATCH_TAG_DEPARTURE_TOOLTIP                           :{BLACK}為選擇的發車時間設定標簽（與條件性任務一起使用）.
STR_SCHDISPATCH_NO_SCHEDULES                                    :{BLACK}沒有時刻表
STR_SCHDISPATCH_SCHEDULE_ID                                     :{BLACK}時刻表 {NUM} / {NUM}
STR_SCHDISPATCH_NAMED_SCHEDULE_ID                               :{BLACK}{STRING} {NUM} / {NUM}
STR_SCHDISPATCH_RENAME_SCHEDULE_TOOLTIP                         :{BLACK}命名時刻表
STR_SCHDISPATCH_RENAME_SCHEDULE_CAPTION                         :{WHITE}命名時刻表
STR_ERROR_CAN_T_RENAME_SCHEDULE                                 :{WHITE}無法命名時刻表……
